niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables
3e,Garçon,2,1,2,2,1,0,0,1,[],"['art et culture', 'projet pédagogiques']",[],"['horaires', 'emplois', 'cantine', 'repas', 'activités', 'effectifs', 'classes', 'CCC', 'accès']","['AS', 'pauses de midi', 'fin des cours']",['cours'],['couloirs'],"['salles', 'cantine']"
3e,Fille,2,2,2,3,2,2,2,2,[],"['MUN', 'art et culture']",[],[],[],[],[],[]
3e,Garçon,2,2,3,2,3,1,1,2,"['dialogue', 'écoute', 'respect']","['art et culture', 'sport']",['partout'],['lignes'],['avec mes amis'],['cours'],['escalier'],['escalier']
3e,Garçon,2,1,3,1,3,1,1,2,['dialogue'],['sport'],['non'],['lignes'],['récréation'],['cours'],['escalier'],['couloirs']
3e,Garçon,2,1,2,2,1,3,1,2,['communication'],"[""vie de l'établissement""]",['non'],"['détente', 'fauteuils', 'plantes', 'calme', 'repos']","['pauses', 'sorties scolaires', 'cours vivants', 'projets pratiques']","['évaluations', 'trop de devoirs', 'stress']","['CDI', 'cour']","['couloirs', 'salles']"
3e,Fille,2,2,0,1,0,0,1,3,['indulgence'],['art et culture'],['non'],"['accès', 'cour', 'terrains', 'horaire', 'fontaines', 'disponibilités', 'retard']",['avec mes amies'],"['problèmes', 'pas écouter']",['médiathèque'],['toilettes']
3e,Fille,0,2,3,3,2,3,1,2,[],"['sport', ""vie de l'établissement""]",[],"['nombre', 'cours', 'permanences']",['permanence'],['ne pas circuler'],['cours'],['classes']
3e,Garçon,3,1,2,1,1,1,2,3,"['écoute', 'respect']","['MUN', 'sport']",['classe'],"['football', 'horaires']","['camarades', 'moments libres']","['examens', 'révisions']","['permanence', 'cour']",['salles']
3e,Fille,2,2,3,1,2,2,1,2,[],"['sport', ""vie de l'établissement""]",[],[],['pauses'],['cours en fin de journée'],['plateau sportif'],[]
3e,Fille,3,3,3,3,3,3,2,3,"['dialogue', 'instance', 'délégué', 'boîte', 'problèmes', 'propositions']","[""vie de l'établissement"", 'MUN']","['vie scolaire', 'bureau', 'CPE', 'professeurs']",['non'],"[""compétitions d'AS"", 'MUNS']","[""période d'examen""]","['cantine', 'classe']",[]
3e,Fille,2,2,2,0,0,2,1,3,['respect'],[],[],['horaires'],['récréations'],"['fin des journées', 'matin']",['récréation'],[]
3e,Fille,2,1,2,3,1,1,2,2,['écoute'],['sport'],[],"['lignes', 'ordinateurs', 'tenue']","['récré', ""fins d'années""]",['contrôles'],"['cours', 'terrain']","['classes', 'perms']"
3e,Fille,2,1,1,0,1,0,1,2,['respect'],[],[],[],[],[],[],[]
3e,Fille,2,2,3,2,2,2,1,3,"['compréhension', 'confiance']","[""vie de l'établissement""]",[],"['téléphone', 'sanctions']","['pause', 'temps avec amies']","['fin à 17h', 'surchargé de travail']","['plateau', 'cour']",[]
3e,Garçon,2,1,3,0,2,0,1,2,['compréhension'],[],[],['horaires'],['cantine'],[],['cour'],['salles']
3e,Garçon,1,1,2,2,1,2,1,2,"['confiance', 'écoute', 'respect']",[],[],"['liberté', 'permanences', 'Pc']","['escalade', 'amis']","['cours', 'français', 'SVT']","['gym', 'chorale', 'route']",[]
3e,Fille,3,2,3,2,2,2,2,3,"['temps', 'parler', 'ouverture', 'écoute']","['MUN', 'art et culture', ""vie de l'établissement""]",['non'],"['formation', 'compréhension', 'méthode']","['cours intéressants', 'récréations', 'pauses déjeuner', 'cours de sport', 'activités du CVC']","['cours ennuyeux', 'chaleur', 'couloirs bondés']","['cantine', 'terrain']","['salles', 'couloirs']"
3e,Garçon,2,2,3,2,2,2,1,2,['respect'],['MUN'],[],['non'],['récré du matin'],"[""cours de 2H en fin de journée d'arabe""]","['cour', 'médiathèque']","['permanence', 'salle de classe']"
3e,Fille,2,1,3,1,3,2,2,2,"['respect', 'confiance']",['projet pédagogiques'],['professeurs'],"['liberté', 'choix', 'permanence']","['sport', 'escalade']",['pause méridienne'],"['CDI', 'cours']",['permanence']
3e,Fille,2,2,3,3,2,2,2,0,"['transparence', 'empathie']","['MUN', 'environnement et solidarité', ""vie de l'établissement""]",[],"['liberté', 'emploi', 'aménager', 'soutenir', 'sociale', 'portail']",['déjeuner'],"['heures successives', 'fatigue']","['tables', 'permanences']",['CCC']
3e,Fille,2,0,2,1,0,0,0,2,['respect'],['MUN'],['non'],['climatisation'],"['récrés', 'sortie des cours']",['cours'],['allée'],['cantine']
3e,Fille,2,2,2,2,1,1,1,1,"['communication', 'respect']",['sport'],[],"['travail', 'cantine', 'règles']","['liberté', 'expression', 'confiance']","['contrôle', 'interrogation', 'surveillance']",['cours'],"['cantine', 'salles']"
3e,Garçon,2,1,2,3,1,1,1,2,[],"['art et culture', 'sport']",[],"['horaire', 'distance', 'sommeil']",['cours de sport'],['tout le reste'],['espace'],['cour']
3e,Fille,2,2,2,0,0,0,2,3,['écoute'],[],[],"['téléphone', 'liberté', 'déplacement']","['cours de sports', 'cours de Tecno', 'AS']",['cours en général'],"['cour', 'terrain', 'médiathèque']",['permanence']
3e,Garçon,3,2,3,3,2,3,2,2,"['respect', 'impartialité']",['sport'],['classe'],['horaires'],['récréation'],['non'],"['cours', 'plateau']",['salles']
3e,Garçon,1,0,2,2,1,1,2,3,"['droit', 'parole', 'respect', 'compréhension']",['sport'],[],['professeurs'],"['cours', 'récréation', 'pause méridienne']",['Tout le reste'],"['balcons', 'escalier', 'parking']","['cour', 'cantine']"
3e,Fille,2,1,2,2,2,1,2,2,"['honnêteté', 'transparence']","['sport', 'environnement et solidarité']",[],"['fontaine', 'horaires', 'cantine']",[],[],[],[]
3e,Fille,1,1,3,2,2,2,0,2,['communication'],"['art et culture', 'MUN']","['couloirs', 'cour']","['horaires', 'sommeil', 'travail', 'stress']",['moments avec amis'],['cours'],"['cours', 'gymnase', 'plateau']",['salles']
3e,Garçon,2,1,2,0,1,2,1,2,"['écoute', 'compréhension', 'ouverture']",[],[],"['terrain', 'fontaine', 'cercle', 'balle']",['pause'],['cours de 16h à 17h'],"['escaliers', 'cantine']","['vie scolaire', 'permanences']"
3e,Garçon,2,1,2,2,1,1,1,1,[],['sport'],[],"['musique', 'art', 'activités']",[],[],[],[]
3e,Fille,2,0,2,2,1,1,2,1,['non'],['MUN'],['cour'],['non'],"['pauses', 'cours intéressants', 'défi 24', 'summer camp']","['cours ennuyeux', 'profs sévères']","['allée', 'toilettes']",['salles']
3e,Fille,2,1,2,1,2,2,2,2,"['compréhension', 'écoute']",['sport'],['non'],"['écoute', 'compréhension']",['pause déjeuner'],"['cours de 13h50 à 14h50', 'cours de 16h à 17h']",[],['permanence']
5e,Fille,2,1,2,0,2,1,1,0,[],[],['classe'],['non'],['pause'],[],"['CCC', 'salle']",['cours']
3e,Garçon,2,2,2,2,2,0,2,2,[],['sport'],[],[],"['temps libre', 'camarades']",[],['cour'],[]
3e,Garçon,3,3,2,3,0,1,2,2,['non'],"['sport', 'sport', 'MUN', 'projet pédagogiques']",[],"['horaires', 'emplois', 'cantine', 'repas', 'activités', 'classes', 'CCC', 'accès']","[""l'AS à Lyautey"", ""l'AS loisir"", ""l'AS mercredi"", 'manger']",['lignes jaunes'],['terrain'],[]
3e,Fille,3,1,3,3,2,0,2,2,[],"['sport', ""vie de l'établissement"", 'environnement et solidarité']",[],"['médiathèque', 'terrain']","['pauses', ""compétitions d'AS""]",['interdictions'],"['plateau', 'couloirs']",['permanence']
3e,Garçon,2,0,2,2,1,1,1,2,"['équité', 'justice', 'impartialité']","['environnement et solidarité', 'sport', 'art et culture']",[],"['climatisation', 'téléphone']",['midi'],[],"['cours', 'cantine']",[]
3e,Fille,2,2,2,1,2,2,1,2,"['agréable', 'compréhension', 'confiance']","['sport', 'environnement et solidarité']",[],"['écoute', 'patience']","['poses', 'cours début']",['cours fin'],"['cour', 'médiathèque']",[]
3e,Garçon,2,1,3,2,1,2,2,3,"['compréhension', 'bienveillance', 'ouverture', 'écoute', 'dialogue', 'respect']","['art et culture', 'projet pédagogiques', 'MUN']",[],['profs'],['pauses méridiennes'],"[""cours de la même matière 2h d'affilé""]",['cours'],['toilettes']
3e,Garçon,2,2,1,2,2,1,1,3,[],['MUN'],[],['fontaines'],"['petites pauses', 'cantine', 'amis']",[],[],[]
3e,Fille,1,1,3,3,2,1,1,1,"['retour', 'problèmes', 'améliorer']","['MUN', 'environnement et solidarité', ""vie de l'établissement""]","['cours', 'vie de classe', 'vie scolaire']","['emploi', 'travail', 'pression', 'révision', 'devoirs', 'dialogue', 'échange']","[""cours d'EPS""]",['examens'],"['plateaux', 'gymnase']","['permanence', 'CCC']"
5e,Fille,3,2,2,0,2,2,2,2,[],[],[],[],['récréation'],['évaluations'],['cour'],['salles']
3e,Garçon,2,1,2,3,0,1,2,3,"['respect', 'patience']","[""vie de l'établissement"", 'MUN']",[],"['écoute', 'cpe', 'accusation', 'isolement']","['projets', 'cours avec professeurs bienveillant']","['abus', 'écoute peu présente']","['cour', 'foyer', 'salle', 'CCC']","['salles', 'cours']"
3e,Garçon,2,2,2,3,3,2,1,2,[],['environnement et solidarité'],['cours'],[],[],[],[],[]
5e,Fille,2,2,2,0,1,2,2,2,[],[],[],"['évaluation', 'écoute']",['fin des cours'],"[""beaucoup d'évaluations""]",[],[]
3e,Fille,2,2,3,2,2,3,2,3,"['moments', 'écoute']","['MUN', 'MUN', ""vie de l'établissement"", 'art et culture']","['classe', 'profs', 'couloirs']","['méthode', 'dynamisme', 'écoute', 'échanges', 'bienveillance']","['amis', 'projets', 'MASSGOT TALENT']","['résultats', 'évaluations']","['cantine', 'cour', 'terrain']","['salles', 'couloirs']"
3e,Garçon,1,0,0,2,0,1,1,0,['non'],['sport'],[],['non'],"['récréation', 'cantine']",[],[],['école']
3e,Garçon,2,2,2,0,2,3,2,3,[],[],['partout'],"['cantine', 'professeurs']",[],[],['partout'],[]
3e,Garçon,2,2,3,2,2,3,2,3,"['compréhension', 'écoute']",['sport'],"['questionnaires', 'professeurs', 'surveillant']","['délimitations', 'kiosque', 'plateau']","['pause méridienne', 'cours']",[],"['cours', 'cantine']",[]
3e,Fille,2,1,3,0,2,1,2,1,[],[],[],[],['pause midi'],[],['cours'],['perm']
3e,Garçon,2,1,3,0,2,0,1,2,"['compréhension', 'ouverture', 'dialogue']",[],[],"['compréhension', 'aed']","['pauses', 'cours de sport']",[],"['cour', 'plateau']",[]
3e,Garçon,1,0,0,2,1,0,0,0,['confiance'],"['sport', ""vie de l'établissement""]",[],"['vérification', 'capacité', 'comportement']",['famille à la maison'],"['école', 'tension']",['maison'],['école']
3e,Garçon,2,2,3,2,1,1,1,2,[],"['art et culture', 'sport', ""vie de l'établissement""]",[],[],[],[],[],[]
3e,Garçon,2,1,3,2,0,1,1,0,[],['sport'],[],"['bienveillance', 'liberté', 'expression']","['cours', 'pause', 'récréation', 'fin des cours']",['cours'],[],['salle']
3e,Garçon,2,2,2,2,2,1,2,2,['non'],['sport'],[],[],[],"[""cours d'anglais""]",['terrain'],[]
3e,Garçon,3,3,3,1,3,3,3,3,['confiance'],['art et culture'],"['récréation', 'classe']",[],['travailler'],['seul'],['classe'],[]
3e,Fille,3,2,3,2,2,2,0,3,['échanges'],"[""vie de l'établissement""]","['CPE', ""cellule d'écoute""]","['horaires', 'dialogue']","['semaines sans beaucoup de cours', 'emploi du temps variable']","['cours', 'examens', 'pression']",['cours'],['classe']
3e,Garçon,2,2,1,0,1,1,0,1,['communication'],[],[],"['étiquettes', 'empathie', 'compréhension']",[],"['cours', 'maths']",[],[]
3e,Fille,1,2,3,2,1,1,1,2,"['questionnement', 'adaptation', 'expression', 'discussion']",[],['non'],"['tolérance', 'douceur']","['apprentissages', 'activités', 'professeurs']","['horaires', 'pression', 'dépression', 'phobie scolaire']",[],"['permanence', 'CCC']"
5e,Fille,1,2,0,3,3,3,2,3,['non'],[],['non'],['non'],[],[],[],[]
3e,Garçon,2,1,2,1,2,2,1,0,[],['sport'],['amis'],['règles'],[],"[""cours d'anglais""]",['terrains'],[]
3e,Fille,2,1,3,3,2,2,0,2,"['respect', 'importance']","[""vie de l'établissement""]","[""cellule d'écoute"", 'bureau de la CPE']","['considération', 'respect', 'pression', 'travail']","['semaines peu chargées', 'sans évaluation']",[],['cours'],[]
3e,Garçon,2,1,3,2,1,1,1,2,[],"['sport', ""vie de l'établissement""]",[],"['règles', 'liberté', 'flexibilité']",['premières récré'],['cours entre 12h et 13h'],['CCC'],[]
3e,Garçon,1,0,0,2,1,0,1,2,['sincérité'],"['art et culture', ""vie de l'établissement""]","['entre élèves', 'professeurs']",['badges'],['pauses'],['cours'],['terrain'],[]
3e,Fille,2,1,2,2,2,1,1,2,"['liberté', 'compréhension']",['sport'],[],"['libertés', 'punition', 'sévèreté']","['sports', 'récréations']","[""cours d'espagnol"", 'récréations seule']","['terrain', 'bancs', 'cantine']",['médiathèque']
3e,Garçon,0,0,0,0,0,0,0,1,"['compréhension', 'respect', 'calme']",[],[],[],"[""sortie de l'école""]",['cours de Khalef'],"['festifal', 'circuit']",[]
3e,Fille,2,2,2,2,0,1,2,2,"['écoute', 'maturité', 'critiques']","['sport', 'environnement et solidarité']",[],['horaires'],"['rigolades', 'discussion', 'amis', 'permanence', 'cour']","['évaluations', 'révisions brevet', 'charge de travail']",['cour'],[]
3e,Fille,2,1,3,0,2,1,2,2,[],[],[],"['comportement', 'profs', 'surveillant']","['camarades', 'cours intéressants']",['profs désagréables'],['plateau'],"['permanence', 'classe']"
3e,Garçon,2,1,2,2,1,1,1,3,['respect'],[],[],['toilettes'],['récréations'],['cours de maths'],['terrain'],['classes']
3e,Fille,2,1,3,0,2,1,2,2,['considération'],[],[],"['climatisation', 'comportement']","['pauses', 'cours intéressant']","['cours', 'profs désagréables']","['médiathèque', 'plateau']",['permanence']
3e,Garçon,2,2,3,2,1,1,2,2,"['confiance', 'écoute', 'respect']","['art et culture', ""vie de l'établissement""]",['non'],"['cantine', 'règles']","['extérieur', 'amis']",['cours'],"['extérieur', 'terrain']",['toilettes']
3e,Fille,3,2,2,2,2,3,3,3,"['écoute', 'soutien']",['MUN'],['classe'],['horaires'],"['cantine', 'cours avec les profs sympas']",[],['cantine'],[]
3e,Fille,1,2,2,0,0,0,0,2,"['compréhension', 'écoute']",[],[],['sévère'],[],"['devoirs', 'profs', 'jugements', 'prises de téléphone', 'système de badge', 'heures de colle', 'erreurs']",['bibliothèque'],[]
3e,Garçon,0,0,0,0,0,0,0,0,[],[],[],['non'],"[""sortie de l'école"", 'absence de Khalef', 'absence de Duran']",[],['maison'],['salle']
3e,Garçon,2,2,3,0,2,1,1,2,[],[],[],['non'],['cours de sports'],['cours de 16h à 17h en musique'],"['salle', 'CDI', 'extérieur']","['Perm', 'cours']"
3e,Fille,2,1,2,2,1,1,2,2,"['écoute', 'bienveillance', 'indulgence', 'flexibilité']",['sport'],"['cour', 'vie scolaire']","['voyage', 'sortie']","['récréation', 'amies', 'cours avec des profs bienveillants']","['cours avec des profs malveillants', 'faire des 8h - 17h', '1 heure de pause', 'clim']","['cour', 'permanence']",[]
6e,Fille,1,1,3,2,1,0,0,1,[],['sport'],['non'],['horaire'],['fin de la journée'],['début'],['sortie'],['entrée']
6e,Garçon,2,1,3,0,0,1,2,2,['gentillesse'],[],[],['tel'],[],[],['as'],[]
6e,Fille,3,2,3,0,0,1,0,2,['non'],[],[],['fontaine'],['permanence extérieur'],[],[],[]
6e,Garçon,2,2,2,0,2,2,2,2,['non'],[],[],['non'],['récréation'],['début des cours le matin'],[],[]
6e,Garçon,2,1,2,2,1,1,2,2,['respect'],['sport'],['non'],[],['pause'],[],[],[]
4e,Fille,2,2,3,2,3,2,3,1,['écoute'],"['art et culture', 'MUN', 'sport']","['spectacles', 'mails', 'auditorium', 'cpe', 'surveillants', 'vie scolaire']","['fontaines', 'sortie']","['rigoler', 'amis', 'EPS', 'récréations', 'pauses']","['évaluations', 'DS communs', 'disputes entre amis']","['cour', 'médiathèque', 'cantine']",[]
6e,Garçon,1,1,1,0,0,0,0,1,['gentillesse'],[],['non'],"['gentillesse', 'détente', 'strict', 'méchanceté']",['chez nous'],['école'],['classe'],['classe']
6e,Fille,2,2,2,0,2,1,1,2,['non'],[],[],['non'],['pause déjeuner'],['cours le matin'],['cour'],[]
6e,Fille,2,1,1,2,1,1,0,2,['non'],['art et culture'],[],['non'],"['16h', '17h']",['journée'],"['portail', 'cour']","['cantine', 'couloirs', 'classe']"
6e,Fille,2,0,1,3,1,0,0,1,['non'],['sport'],['non'],['téléphone'],['fin des cours'],"['début de journée', 'SVT']",[],[]
6e,Garçon,2,3,3,3,3,3,3,3,[],[],[],[],[],[],[],[]
6e,Garçon,2,1,2,3,1,1,2,2,['gentillesse'],['sport'],[],['écoute'],['heures creuses'],['cours'],"['cour', 'CCC']",['salles']
5e,Fille,3,1,3,3,2,1,2,2,"['écoute', 'compréhension', 'respect']","['sport', ""vie de l'établissement""]",[],[],[],[],[],[]
6e,Fille,2,3,3,3,3,2,2,3,['non'],"[""vie de l'établissement"", 'sport']","['classe', 'récré', 'cantine', 'couloir']","['climatiseurs', 'imprimeries', 'fontaine']","['récré', 'cantine']",[],"['cantine', 'salle', 'extérieur']",[]
5e,Garçon,1,1,1,0,1,1,1,2,['non'],[],[],['surveillant'],['bonnes notes'],['erreurs'],['endroits'],['autre endroits']
6e,Fille,3,2,3,0,2,3,2,3,['non'],[],[],['horaire'],['pauses'],['écrire immense texte'],['cour'],['classe']
5e,Garçon,2,1,3,1,1,0,1,2,['ouverture'],"[""vie de l'établissement""]",[],"['heures', 'devoirs']",['activités sportives'],['avant une évaluation'],"['récrée', 'médiathèque']","['salle', 'toillettes']"
5e,Fille,2,1,2,0,1,1,0,2,['non'],[],[],[],[],[],[],[]
6e,Fille,3,2,3,2,2,3,1,3,['non'],"['MUN', ""vie de l'établissement""]","['classe', 'cantine', 'couloirs', 'permanence']",['non'],"['permanence', 'détente', 'classe']",['cantine'],"['salle', 'terrain']","['cantine', 'toilettes']"
6e,Garçon,3,2,3,1,2,3,3,3,['gentillesse'],[],['cours'],['non'],"['pauses', 'récréations']",['AED'],[],[]
6e,Fille,3,2,3,0,2,3,3,3,['attention'],[],[],['fontaines'],['maths'],['permanence'],['CCC'],[]
6e,Fille,2,1,2,2,1,1,0,2,"['douceur', 'confiance']",['art et culture'],['non'],[],[],[],[],[]
6e,Fille,2,1,1,2,1,1,0,0,[],"['sport', 'projet pédagogiques']",[],"['pression', 'horaires', 'santé']","['fin de cours', 'prof absent', 'cours annulé', 'récréation']",['en classe'],"['récrée', 'cantine']","['salle', 'école']"
6e,Fille,2,1,1,0,1,2,0,2,[],[],['non'],['permanence'],['pauses'],['cours'],['salle'],['permanence']
6e,Fille,2,2,1,3,1,0,0,1,['non'],"['sport', 'art et culture']",[],['non'],['bonne note'],['mauvaise note'],['maison'],['école']
6e,Garçon,3,3,3,1,3,2,2,1,['non'],['sport'],"['classe', 'cour']",[],['bonnes notes'],"['observations', 'heures de colle', 'mauvaises notes']","['salle', 'cour', 'auditorium']",['salle']
6e,Garçon,2,1,1,2,1,1,2,2,['bienveillance'],['MUN'],[],"['plaisir', 'activités', 'sportive', 'éducative']","['fin des cours', 'moment seuls']",[],['salle'],['permanence']
6e,Fille,3,3,3,0,3,3,2,3,['non'],[],[],['punitions'],"['amies', 'pause', 'cours']",[],['CCC'],[]
6e,Garçon,1,0,2,1,0,1,1,1,['paix'],['projet pédagogiques'],[],"['animateurs', 'profs', 'gentil']",['rencontre amis'],['mauvaises notes'],['terrain'],['toilettes']
5e,Garçon,2,1,1,1,0,0,2,1,"['justice', 'compréhension']",['sport'],['classe'],"['terrain', 'foot']","[""fin d'année""]","[""milieu d'année""]",['terrains'],[]
6e,Garçon,2,2,2,2,2,2,2,2,['respect'],['sport'],['cour de récréation'],['non'],['entente'],['mauvaise ambiance'],"['récré', 'terrain']",['classe']
6e,Garçon,3,3,3,1,2,1,2,2,[],[],[],[],['tournoi de foot'],['heures de colle'],"['recréation', 'réfectoire']",[]
6e,Garçon,2,2,2,3,2,2,2,3,"['respect', 'aisance']",['sport'],['récréation'],['non'],"[""s'entendre bien""]","[""s'entendre mal""]","['récréation', 'terrain']",['classe']
6e,Fille,2,2,2,3,2,3,2,3,['non'],['environnement et solidarité'],"['classe', 'auditorium']","['escaliers', 'horaires', 'foule']",['projets éducatifs'],"[""sortie de l'école"", 'manger', 'prof absent', 'retard']",['places'],[]
5e,Garçon,3,1,3,2,2,2,2,3,['souplesse'],"['environnement et solidarité', 'sport']",[],"['qualité', 'menu', 'cantine']","['bonne journée', 'jeu']","['nourriture de la cantine', 'affamée']",['foyer'],['toilettes']
6e,Garçon,2,1,1,1,1,1,1,2,"['effort', 'prise de décision', 'confiance']",['environnement et solidarité'],[],['non'],['rigole avec des amis'],['se sentir menacé'],['foyer'],['permanance']
6e,Garçon,2,2,3,0,2,3,2,2,[],[],[],['emploi'],[],[],[],[]
6e,Fille,3,1,2,2,1,1,2,1,"['écoute', 'choix']","['atelier E3D', 'éco-ambassadeur', 'projet éco', 'éco kermesse', 'activités des éco-délégués', 'atelier ville du futur', 'projet E3D', 'projet écologique', 'don d’affaires']",['cour'],['non'],"['récréation', 'cantine', 'après-midi']","['contrôle', 'devoirs', 'matin']",[],[]
6e,Fille,2,1,2,2,1,1,2,3,"['aider', 'écoute', 'aider', 'confiance']",['projet pédagogiques'],['non'],"['administration', 'écoute', 'soutien']",['cours'],['récréation'],['classe'],['cour']
6e,Fille,3,2,2,3,2,1,3,3,"['douceur', 'tendresse', 'écoute']","['MUN', 'projet pédagogiques']","['vie scolaire', 'CPE', 'profs']","['bien-être', 'matières', 'vie', 'financement', 'philosophie', 'sport', 'récrées']","['classe', 'jeux collectifs']",['incompréhension des professeurs'],[],"['toilettes', 'fontaines', 'permanences', 'kiosque']"
6e,Fille,2,1,1,1,1,1,1,2,"['interaction', 'égalité', 'considération', 'humanité']",['art et culture'],['non'],[],"[""sortie d'intégration"", 'CCC', ""cours d'arabe""]",[],[],[]
6e,Fille,2,1,2,2,1,1,1,2,"['respect', 'gentillesse']",['art et culture'],['non'],"['activités', 'gentillesse']","[""sortie d'intégration""]",[],['ccc'],['classe']
6e,Garçon,3,2,3,0,3,2,2,2,[],[],[],"['emplois', 'casiers']",[],[],[],[]
6e,Fille,2,2,3,0,3,2,2,3,[],[],[],"['temps', 'manger']",[],[],['cours'],[]
6e,Garçon,2,2,2,2,1,1,1,2,[],['sport'],['cours'],['clime'],"['récréation', 'fin des cours']",[],[],['classe']
6e,Fille,2,2,2,2,1,1,1,2,"['écoute', 'bienveillance', 'respect', 'espaces']",['projet pédagogiques'],['infirmerie'],['fontaines'],[],[],"['CCC', 'coin']",['recrée']
6e,Garçon,1,0,3,2,0,0,1,3,"['écoute', 'dialogue', 'respect', 'discussion']","['sport', 'art et culture']","['que', 'perm', 'prison']",['salle'],['Kahoot'],['observation'],['recree'],['perm']
6e,Fille,3,2,3,2,2,2,2,3,"['confiance', 'respect']","['MUN', 'art et culture']","['classe', 'cour']",['respect'],[],[],[],[]
6e,Garçon,2,1,2,0,2,1,1,2,['non'],[],[],"['sortie', 'devoirs', 'éval', 'heure', 'cantine', 'pc']","['jouer', 'sortie']","['évaluation', 'devoirs']",['cantine'],['cours']
5e,Garçon,3,2,3,2,2,1,0,3,['non'],['sport'],['non'],['pause'],['vacances'],"[""reprise de l'école""]",[],[]
5e,Fille,2,1,2,1,1,2,2,2,[],[],[],"['toilettes', 'vie scolaire', 'cantine']","['fin des cours', 'vacances', 'professeurs absents', 'heures de repas']","['permanence fermée', 'vie scolaire remplie']",[],[]
6e,Garçon,1,1,1,1,2,1,2,1,[],"['projet pédagogiques', 'environnement et solidarité']",[],['environnement'],[],[],['salle'],['cour']
5e,Garçon,2,2,2,2,1,0,1,2,[],['sport'],[],['horaires'],"['récréation', 'cantine']",['évaluations'],"['récréation', 'cantine']",['permanence']
5e,Fille,2,2,2,2,1,1,1,2,"['liberté', 'expression', 'dialogue']","['sport', ""vie de l'établissement""]","['récréation', 'cantine']","['liberté', 'heures']","['repos', 'discussion']",['évaluations'],['médiathèque'],['salles de classe']
5e,Fille,3,3,3,2,3,3,3,3,['non'],"[""vie de l'établissement""]",[],['non'],['récréation'],[],['cour'],[]
5e,Garçon,2,0,3,0,1,1,0,0,[],[],[],[],['pauses'],[],['recre'],['cours']
5e,Garçon,1,0,2,0,0,0,0,0,[],[],[],"['temps', 'pause']",['sortie à 17h00'],"[""cours d'anglais""]",['chez moi'],[]
5e,Fille,1,2,2,1,1,1,1,2,"['attente', 'écoute', 'considération']",['art et culture'],['cours'],"['parasols', 'intimité']","['pause', 'récréations']","[""cours d'arabe""]",['cantine'],['salles']
6e,Garçon,1,1,0,0,1,1,1,2,[],[],[],['foot'],['heures de pause'],['heures de cours'],['cantine'],['salle']
5e,Fille,3,3,3,1,2,2,2,3,[],"[""vie de l'établissement""]",[],['non'],"['récréation', 'pauses méridienne', 'quelques cours']",['cours avec quelques profs'],"['cour', 'CCC', 'cantine']","['salle', 'permanence']"
5e,Fille,2,0,3,3,1,2,1,3,[],['sport'],['récréation'],['horaire'],['technologie'],[],['récréation'],[]
5e,Fille,2,2,3,2,2,2,2,3,[],['sport'],['non'],['horaire'],['récré'],['7h45'],"['ccc', 'cours']",[]
3e,Fille,2,1,1,0,2,2,1,2,['non'],[],[],[],[],[],[],[]
5e,Garçon,3,2,3,1,1,1,2,2,"['écoute', 'respect', 'discussion', 'confiance', 'dialogue']",['MUN'],[],['horaires'],['cantine'],[],['cours'],['piscine']
4e,Garçon,1,0,1,2,0,0,1,0,['non'],['sport'],[],"['écoute', 'croire']",['jsp'],['cours'],['cours'],['salles']
5e,Garçon,1,1,1,0,2,1,1,2,"['inspection', 'harcèlement']",[],['cour'],"['panier', 'caméras', 'écouter', 'harcèlement', 'puni']",['quand on me laisse tranquille'],"['on me dit tais toi', ""on dit n'importe quoi""]",['cour'],[]
5e,Garçon,1,1,2,0,1,0,1,0,"['écoute', 'respect']",[''],['non'],"['sanctions', 'enfants']",[],['rejetée'],[],[]
6e,Garçon,1,0,1,1,0,0,0,1,"['calme', 'respect', 'écoute']",['art et culture'],[],[],['cantine'],['classe'],['maison'],['dentiste']
6e,Fille,2,2,2,2,2,2,2,2,"['écoute', 'attention', 'avis']",['sport'],[],"['foyer', 'jeux', 'cantine', 'options', 'ateliers', 'lecture', 'crochet', 'fontaines', 'eau']",['heures creuses'],['rencontres parents professeur'],"['CCC', 'détente']",['foyer']
5e,Fille,2,0,0,2,2,1,0,2,[],['MUN'],[],[],['temps libres'],['cours'],['cours'],['classes']
6e,Fille,1,1,1,0,1,1,1,1,['écoute'],[],[],['cantine'],"['amie', 'crochet']",['non'],['CCC'],[]
5e,Fille,2,2,3,0,1,0,1,2,"['confiance', 'dialogue', 'compréhension']",[],[],"['emploi', 'cartable', 'devoir', 'dress', 'climatisation', 'chauffage', 'récréations', 'cantine', 'vie']","['récréation', 'cantine', 'heures creuses']","['évaluations', 'journée interminable', 'une seule heure pour manger', 'dress code', 'pas de climatisation', 'récréations trop courtes', 'vie scolaire vide', 'longue queue', 'surcharge de devoirs', 'cartable trop lourd']","['médiathèque', 'cour']",['salles']
5e,Fille,1,1,0,1,2,1,0,1,"['droits', 'demande']",['sport'],[],"['fontaines', 'ascenseur', 'badges', 'capuche', 'toilettes', 'parasols', 'bancs', 'climatiseurs', 'gel']",[],['cours avec MR. Erridda'],"['cour', 'cantine', 'médiathèque', 'bibliothèque']","['salles', 'toilettes']"
